#key,timestamp,value,count
1243,1456167742,62,8
1244,1456167748,55,8
1245,1456167754,55,8
1246,1456167760,56,8
1247,1456167766,56,8
1248,1456167772,57,8
1249,1456167778,58,8
1250,1456167784,58,8
1251,1456167790,58,8
1252,1456167796,58,8
1253,1456167802,58,8
1254,1456167808,66,7
1255,1456167814,66,7
1256,1456167820,67,7
1257,1456167826,67,7
1258,1456167832,67,7
1259,1456167838,67,7
1260,1456167844,67,7
1261,1456167850,67,7
1262,1456167856,67,7
1263,1456167862,67,7
1264,1456167868,68,7
1265,1456167874,68,7
1266,1456167880,69,7
1267,1456167886,69,7
1268,1456167892,59,7
1269,1456167898,60,7
1270,1456167904,60,7
1271,1456167910,60,7
1272,1456167916,60,7
1273,1456167922,60,7
1274,1456167928,61,7
1275,1456167934,61,7
1276,1456167940,62,7
1277,1456167946,62,7
1278,1456167952,73,6
1279,1456167958,74,6
1280,1456167964,74,6
1281,1456167970,74,6
1282,1456167976,74,6
1283,1456167982,74,6
1284,1456167988,74,6
1285,1456167994,74,6
1286,1456168000,73,6
1287,1456168006,73,6
1288,1456168012,73,6
1289,1456168018,73,6
1290,1456168024,73,6
1291,1456168030,73,6
1292,1456168036,73,6
1293,1456168042,73,6
1294,1456168048,73,6
1295,1456168054,72,6
1296,1456168060,60,6
1297,1456168066,60,6
1298,1456168072,60,6
1299,1456168078,61,6
1300,1456168084,61,6
1301,1456168090,61,6
1302,1456168096,61,6
1303,1456168102,61,6
1304,1456168108,62,6
1305,1456168114,62,6
1306,1456168120,63,6
1307,1456168126,75,5
1308,1456168132,75,5
1309,1456168138,76,5
1310,1456168144,76,5
1311,1456168150,76,5
1312,1456168156,76,5
1313,1456168162,76,5
1314,1456168168,76,5
1315,1456168174,76,5
1316,1456168180,76,5
1317,1456168186,76,5
1318,1456168192,76,5
1319,1456168198,76,5
1320,1456168204,76,5
1321,1456168210,76,5
1322,1456168216,76,5
1323,1456168222,76,5
1324,1456168228,76,5
1325,1456168234,77,5
1326,1456168240,78,5
1327,1456168246,78,5
1328,1456168252,78,5
1329,1456168258,79,5
1330,1456168264,79,5
1331,1456168270,79,5
1332,1456168276,79,5
1333,1456168282,79,5
1334,1456168288,64,5
1335,1456168294,64,5
1336,1456168300,65,5
1337,1456168306,65,5
1338,1456168312,65,5
1339,1456168318,66,5
1340,1456168324,66,5
1341,1456168330,66,5
1342,1456168336,66,5
1343,1456168342,66,5
1344,1456168348,82,4
1345,1456168354,82,4
1346,1456168360,82,4
1347,1456168366,82,4
1348,1456168372,82,4
1349,1456168378,82,4
1350,1456168384,82,4
1351,1456168390,82,4
1352,1456168396,82,4
1353,1456168402,82,4
1354,1456168408,82,4
1355,1456168414,82,4
1356,1456168420,83,4
1357,1456168426,83,4
1358,1456168432,83,4
1359,1456168438,63,4
1360,1456168444,63,4
1361,1456168450,63,4
1362,1456168456,63,4
1363,1456168462,63,4
1364,1456168468,63,4
1365,1456168474,63,4
1366,1456168480,62,4
1367,1456168486,62,4
1368,1456168492,62,4
1369,1456168498,82,3
1370,1456168504,82,3
1371,1456168510,82,3
1372,1456168516,82,3
1373,1456168522,82,3
1374,1456168528,82,3
1375,1456168534,80,3
1376,1456168540,76,3
1377,1456168546,76,3
1378,1456168552,76,3
1379,1456168558,73,3
1380,1456168564,73,3
1381,1456168570,73,3
1382,1456168576,73,3
1383,1456168582,73,3
1384,1456168588,73,3
1385,1456168594,70,3
1386,1456168600,67,3
1387,1456168606,67,3
1388,1456168612,67,3
1389,1456168618,43,3
1390,1456168624,43,3
1391,1456168630,43,3
1392,1456168636,43,3
1393,1456168642,43,3
1394,1456168648,43,3
1395,1456168654,41,3
1396,1456168660,39,3
1397,1456168666,39,3
1398,1456168672,39,3
1399,1456168678,39,3
1400,1456168684,59,2
1401,1456168690,59,2
1402,1456168696,59,2
1403,1456168702,59,2
1404,1456168708,59,2
1405,1456168714,43,2
1406,1456168720,25,2
1407,1456168726,25,2
1408,1456168732,25,2
1409,1456168738,25,2
1410,1456168744,25,2
1411,1456168750,25,2
1412,1456168756,25,2
1413,1456168762,25,2
1414,1456168768,25,2
1415,1456168774,19,2
1416,1456168780,14,2
1417,1456168786,14,2
1418,1456168792,14,2
1419,1456168798,14,2
1420,1456168804,14,2
1421,1456168810,14,2
1422,1456168816,14,2
1423,1456168822,14,2
1424,1456168828,14,2
1425,1456168834,10,2
1426,1456168840,7,2
1427,1456168846,7,2
1428,1456168852,7,2
1429,1456168858,7,2
1430,1456168864,7,2
1431,1456168870,7,2
1432,1456168876,7,2
1433,1456168882,7,2
1434,1456168888,7,2
1435,1456168894,2,2
1436,1456168900,0,2
1437,1456168906,0,2
1438,1456168912,0,2
1439,1456168918,0,2
1440,1456168924,0,2
1441,1456168930,0,2
1442,1456168936,0,2
1443,1456168942,0,2
1444,1456168948,0,2
1445,1456168954,10,2
1446,1456168960,10,2
1447,1456168966,10,2
1448,1456168972,10,2
1449,1456168978,10,2
1450,1456168984,10,2
1451,1456168990,10,2
1452,1456168996,10,2
1453,1456169002,10,2
1454,1456169008,10,2
1455,1456169014,10,2
1456,1456169020,13,2
1457,1456169026,13,2
1458,1456169032,13,2
1459,1456169038,13,2
1460,1456169044,13,2
1461,1456169050,18,3
1462,1456169056,18,3
1463,1456169062,18,3
1464,1456169068,18,3
1465,1456169074,11,3
1466,1456169080,9,3
1467,1456169086,9,3
1468,1456169092,9,3
1469,1456169098,9,3
1470,1456169104,9,3
1471,1456169110,13,3
1472,1456169116,13,3
1473,1456169122,13,3
1474,1456169128,13,3
1475,1456169134,20,3
1476,1456169140,25,3
1477,1456169146,25,3
1478,1456169152,25,3
1479,1456169158,25,3
1480,1456169164,25,3
1481,1456169170,27,3
1482,1456169176,27,3
1483,1456169182,27,3
1484,1456169188,27,3
1485,1456169194,30,3
1486,1456169200,33,3
1487,1456169206,33,3
1488,1456169212,33,3
1489,1456169218,33,3
1490,1456169224,33,3
1491,1456169230,33,3
1492,1456169236,33,3
1493,1456169242,35,4
1494,1456169248,35,4
1495,1456169254,34,4
1496,1456169260,33,4
1497,1456169266,33,4
1498,1456169272,33,4
1499,1456169278,33,4
1500,1456169284,33,4
1501,1456169290,31,4
1502,1456169296,31,4
1503,1456169302,28,4
1504,1456169308,28,4
1505,1456169314,24,4
1506,1456169320,19,4
1507,1456169326,19,4
1508,1456169332,19,4
1509,1456169338,19,4
1510,1456169344,19,4
1511,1456169350,18,4
1512,1456169356,18,4
1513,1456169362,19,4
1514,1456169368,19,4
1515,1456169374,18,4
1516,1456169380,19,4
1517,1456169386,19,4
1518,1456169392,19,4
1519,1456169398,19,4
1520,1456169404,19,4
1521,1456169410,21,4
1522,1456169416,21,4
1523,1456169422,23,4
1524,1456169428,23,4
1525,1456169434,27,4
1526,1456169440,30,4
1527,1456169446,30,4
1528,1456169452,30,4
1529,1456169458,30,4
1530,1456169464,30,4
1531,1456169470,28,4
1532,1456169476,28,4
1533,1456169482,28,4
1534,1456169488,29,5
1535,1456169494,26,5
1536,1456169500,24,5
1537,1456169506,24,5
1538,1456169512,24,5
1539,1456169518,24,5
1540,1456169524,24,5
1541,1456169530,22,5
1542,1456169536,22,5
1543,1456169542,20,5
1544,1456169548,18,5
1545,1456169554,17,5
1546,1456169560,16,5
1547,1456169566,16,5
1548,1456169572,16,5
1549,1456169578,16,5
1550,1456169584,16,5
1551,1456169590,14,5
1552,1456169596,14,5
1553,1456169602,14,5
1554,1456169608,13,5
1555,1456169614,12,5
1556,1456169620,12,5
1557,1456169626,12,5
1558,1456169632,12,5
1559,1456169638,12,5
1560,1456169644,12,5
1561,1456169650,13,5
1562,1456169656,13,5
1563,1456169662,14,5
1564,1456169668,16,5
1565,1456169674,18,5
1566,1456169680,20,5
1567,1456169686,20,5
1568,1456169692,20,5
1569,1456169698,20,5
1570,1456169704,20,5
1571,1456169710,21,5
1572,1456169716,21,5
1573,1456169722,21,5
1574,1456169728,21,5
1575,1456169734,21,5
1576,1456169740,21,5
1577,1456169746,21,5
1578,1456169752,21,5
1579,1456169758,21,5
1580,1456169764,22,6
1581,1456169770,22,6
1582,1456169776,22,6
1583,1456169782,22,6
1584,1456169788,22,6
1585,1456169794,22,6
1586,1456169800,22,6
1587,1456169806,22,6
1588,1456169812,22,6
1589,1456169818,22,6
1590,1456169824,20,6
1591,1456169830,18,6
1592,1456169836,18,6
1593,1456169842,16,6
1594,1456169848,14,6
1595,1456169854,13,6
1596,1456169860,11,6
1597,1456169866,11,6
1598,1456169872,11,6
1599,1456169878,11,6
1600,1456169884,9,6
1601,1456169890,9,6
1602,1456169896,9,6
1603,1456169902,9,6
1604,1456169908,11,6
1605,1456169914,11,6
1606,1456169920,11,6
1607,1456169926,11,6
1608,1456169932,11,6
1609,1456169938,11,6
1610,1456169944,14,6
1611,1456169950,15,6
1612,1456169956,15,6
1613,1456169962,15,6
1614,1456169968,14,6
1615,1456169974,15,6
1616,1456169980,15,6
1617,1456169986,15,6
1618,1456169992,15,6
1619,1456169998,15,6
1620,1456170004,12,6
1621,1456170010,12,6
1622,1456170016,12,6
1623,1456170022,11,6
1624,1456170028,12,7
1625,1456170034,11,7
1626,1456170040,12,7
1627,1456170046,12,7
1628,1456170052,12,7
1629,1456170058,12,7
1630,1456170064,12,7
1631,1456170070,12,7
1632,1456170076,12,7
1633,1456170082,12,7
1634,1456170088,12,7
1635,1456170094,12,7
1636,1456170100,12,7
1637,1456170106,12,7
1638,1456170112,12,7
1639,1456170118,12,7
1640,1456170124,13,7
1641,1456170130,12,7
1642,1456170136,12,7
1643,1456170142,10,7
1644,1456170148,6,7
1645,1456170154,6,7
1646,1456170160,6,7
1647,1456170166,6,7
1648,1456170172,6,7
1649,1456170178,6,7
1650,1456170184,6,7
1651,1456170190,6,7
1652,1456170196,6,7
1653,1456170202,6,7
1654,1456170208,6,7
1655,1456170214,6,7
1656,1456170220,5,7
1657,1456170226,5,7
1658,1456170232,5,7
1659,1456170238,5,7
1660,1456170244,4,7
1661,1456170250,4,7
1662,1456170256,4,7
1663,1456170262,4,7
1664,1456170268,4,7
1665,1456170274,6,7
1666,1456170280,6,7
1667,1456170286,6,7
1668,1456170292,6,7
1669,1456170298,6,7
1670,1456170304,5,7
1671,1456170310,4,8
1672,1456170316,4,8
1673,1456170322,4,8
1674,1456170328,5,8
1675,1456170334,5,8
1676,1456170340,5,8
1677,1456170346,5,8
1678,1456170352,5,8
1679,1456170358,5,8
1680,1456170364,5,8
1681,1456170370,7,8
1682,1456170376,7,8
1683,1456170382,7,8
1684,1456170388,8,8
1685,1456170394,9,8
1686,1456170400,9,8
1687,1456170406,9,8
1688,1456170412,9,8
1689,1456170418,9,8
1690,1456170424,8,8
1691,1456170430,8,8
1692,1456170436,8,8
1693,1456170442,8,8
1694,1456170448,8,8
1695,1456170454,8,8
1696,1456170460,8,8
1697,1456170466,8,8
1698,1456170472,8,8
1699,1456170478,8,8
1700,1456170484,7,8
1701,1456170490,7,8
1702,1456170496,7,8
1703,1456170502,7,8
1704,1456170508,7,8
1705,1456170514,8,8
1706,1456170520,8,8
1707,1456170526,8,8
1708,1456170532,8,8
1709,1456170538,8,8
1710,1456170544,10,8
1711,1456170550,8,8
1712,1456170556,8,8
1713,1456170562,8,8
1714,1456170568,8,8
1715,1456170574,8,8
1716,1456170580,9,8
1717,1456170586,9,8
1718,1456170592,9,8
1719,1456170598,9,8
1720,1456170604,11,8
1721,1456170610,17,8
1722,1456170616,17,8
1723,1456170622,17,8
1724,1456170628,20,8
1725,1456170634,23,8
1726,1456170640,25,8
1727,1456170646,25,8
1728,1456170652,25,8
1729,1456170658,25,8
1730,1456170664,25,8
1731,1456170670,27,8
1732,1456170676,27,8
1733,1456170682,27,8
1734,1456170688,29,8
1735,1456170694,31,8
1736,1456170700,32,8
1737,1456170706,32,8
1738,1456170712,32,8
1739,1456170718,32,8
1740,1456170724,32,8
1741,1456170730,33,8
1742,1456170736,33,8
1743,1456170742,33,8
1744,1456170748,33,8
1745,1456170754,34,8
1746,1456170760,34,8
1747,1456170766,34,8
1748,1456170772,34,8
1749,1456170778,34,8
1750,1456170784,35,8
1751,1456170790,36,8
1752,1456170796,36,8
1753,1456170802,36,8
1754,1456170808,38,8
1755,1456170814,40,8
1756,1456170820,41,8
1757,1456170826,41,8
1758,1456170832,41,8
1759,1456170838,41,8
1760,1456170844,41,8
1761,1456170850,43,8
1762,1456170856,43,8
1763,1456170862,43,8
1764,1456170868,44,8
1765,1456170874,46,8
1766,1456170880,46,8
1767,1456170886,46,8
1768,1456170892,46,8
1769,1456170898,46,8
1770,1456170904,47,8
1771,1456170910,48,8
1772,1456170916,48,8
1773,1456170922,48,8
1774,1456170928,48,8
1775,1456170934,49,8
1776,1456170940,50,8
1777,1456170946,50,8
1778,1456170952,50,8
1779,1456170958,50,8
1780,1456170964,50,8
1781,1456170970,52,8
1782,1456170976,52,8
1783,1456170982,52,8
1784,1456170988,53,8
1785,1456170994,54,8
1786,1456171000,55,8
1787,1456171006,55,8
1788,1456171012,55,8
1789,1456171018,55,8
1790,1456171024,56,8
1791,1456171030,56,8
1792,1456171036,56,8
1793,1456171042,56,8
1794,1456171048,57,8
1795,1456171054,58,8
1796,1456171060,59,8
1797,1456171066,59,8
1798,1456171072,59,8
1799,1456171078,59,8
1800,1456171084,59,8
1801,1456171090,60,8
1802,1456171096,60,8
1803,1456171102,60,8
1804,1456171108,53,8
1805,1456171114,53,8
1806,1456171120,54,8
1807,1456171126,54,8
1808,1456171132,54,8
1809,1456171138,54,8
1810,1456171144,54,8
1811,1456171150,54,8
1812,1456171156,54,8
1813,1456171162,54,8
1814,1456171168,63,7
1815,1456171174,65,7
1816,1456171180,66,7
1817,1456171186,66,7
1818,1456171192,66,7
1819,1456171198,66,7
1820,1456171204,66,7
1821,1456171210,67,7
1822,1456171216,67,7
1823,1456171222,67,7
1824,1456171228,67,7
1825,1456171234,65,7
1826,1456171240,65,7
1827,1456171246,65,7
1828,1456171252,65,7
1829,1456171258,65,7
1830,1456171264,64,7
1831,1456171270,63,7
1832,1456171276,63,7
1833,1456171282,63,7
1834,1456171288,54,7
1835,1456171294,55,7
1836,1456171300,56,7
1837,1456171306,56,7
1838,1456171312,56,7
1839,1456171318,56,7
1840,1456171324,56,7
1841,1456171330,58,7
1842,1456171336,58,7
1843,1456171342,58,7
1844,1456171348,67,6
1845,1456171354,68,6
1846,1456171360,69,6
1847,1456171366,69,6
1848,1456171372,69,6
1849,1456171378,69,6
1850,1456171384,69,6
1851,1456171390,68,6
1852,1456171396,68,6
1853,1456171402,68,6
1854,1456171408,68,6
1855,1456171414,68,6
1856,1456171420,68,6
1857,1456171426,68,6
1858,1456171432,68,6
1859,1456171438,68,6
1860,1456171444,69,6
1861,1456171450,69,6
1862,1456171456,69,6
1863,1456171462,69,6
1864,1456171468,69,6
1865,1456171474,70,6
1866,1456171480,58,6
1867,1456171486,58,6
1868,1456171492,58,6
1869,1456171498,58,6
1870,1456171504,59,6
1871,1456171510,60,6
1872,1456171516,60,6
1873,1456171522,60,6
1874,1456171528,60,6
1875,1456171534,61,6
1876,1456171540,73,5
1877,1456171546,73,5
1878,1456171552,73,5
1879,1456171558,73,5
1880,1456171564,73,5
1881,1456171570,73,5
1882,1456171576,73,5
1883,1456171582,73,5
1884,1456171588,73,5
1885,1456171594,74,5
1886,1456171600,74,5
1887,1456171606,74,5
1888,1456171612,74,5
1889,1456171618,74,5
1890,1456171624,75,5
1891,1456171630,61,5
1892,1456171636,61,5
1893,1456171642,61,5
1894,1456171648,61,5
1895,1456171654,62,5
1896,1456171660,62,5
1897,1456171666,62,5
1898,1456171672,62,5
1899,1456171678,62,5
1900,1456171684,63,5
1901,1456171690,80,4
1902,1456171696,80,4
1903,1456171702,80,4
1904,1456171708,80,4
1905,1456171714,81,4
1906,1456171720,81,4
1907,1456171726,81,4
1908,1456171732,81,4
1909,1456171738,81,4
1910,1456171744,81,4
1911,1456171750,81,4
1912,1456171756,81,4
1913,1456171762,81,4
1914,1456171768,81,4
1915,1456171774,83,4
1916,1456171780,83,4
1917,1456171786,83,4
1918,1456171792,83,4
1919,1456171798,83,4
1920,1456171804,62,4
1921,1456171810,62,4
1922,1456171816,62,4
1923,1456171822,62,4
1924,1456171828,62,4
1925,1456171834,63,4
1926,1456171840,63,4
1927,1456171846,63,4
1928,1456171852,63,4
1929,1456171858,63,4
1930,1456171864,84,3
1931,1456171870,85,3
1932,1456171876,85,3
1933,1456171882,85,3
1934,1456171888,85,3
1935,1456171894,87,3
1936,1456171900,87,3
1937,1456171906,87,3
1938,1456171912,87,3
1939,1456171918,87,3
1940,1456171924,87,3
1941,1456171930,87,3
1942,1456171936,87,3
1943,1456171942,87,3
1944,1456171948,87,3
1945,1456171954,88,3
1946,1456171960,88,3
1947,1456171966,88,3
1948,1456171972,88,3
1949,1456171978,88,3
1950,1456171984,88,3
1951,1456171990,89,3
1952,1456171996,89,3
1953,1456172002,89,3
1954,1456172008,89,3
1955,1456172014,61,3
1956,1456172020,61,3
1957,1456172026,61,3
1958,1456172032,61,3
1959,1456172038,61,3
1960,1456172044,61,3
1961,1456172050,63,3
1962,1456172056,63,3
1963,1456172062,63,3
1964,1456172068,63,3
1965,1456172074,98,2
1966,1456172080,98,2
1967,1456172086,98,2
1968,1456172092,98,2
1969,1456172098,98,2
1970,1456172104,98,2
1971,1456172110,96,2
1972,1456172116,96,2
1973,1456172122,96,2
1974,1456172128,94,2
1975,1456172134,94,2
1976,1456172140,94,2
1977,1456172146,94,2
1978,1456172152,94,2
1979,1456172158,94,2
1980,1456172164,94,2
1981,1456172170,47,2
1982,1456172176,47,2
1983,1456172182,47,2
1984,1456172188,48,2
1985,1456172194,48,2
1986,1456172200,48,2
1987,1456172206,48,2
1988,1456172212,48,2
1989,1456172218,48,2
1990,1456172224,48,2
1991,1456172230,48,2
1992,1456172236,97,1
1993,1456172242,97,1
1994,1456172248,89,1
1995,1456172254,89,1
1996,1456172260,89,1
1997,1456172266,89,1
1998,1456172272,89,1
1999,1456172278,89,1
2000,1456172284,89,1
2001,1456172290,89,1
2002,1456172296,89,1
2003,1456172302,89,1
2004,1456172308,70,1
2005,1456172314,70,1
2006,1456172320,70,1
2007,1456172326,70,1
2008,1456172332,70,1
2009,1456172338,70,1
2010,1456172344,70,1
2011,1456172350,70,1
2012,1456172356,70,1
2013,1456172362,70,1
2014,1456172368,52,1
2015,1456172374,52,1
2016,1456172380,52,1
2017,1456172386,52,1
2018,1456172392,52,1
2019,1456172398,52,1
2020,1456172404,52,1
2021,1456172410,52,1
2022,1456172416,52,1
2023,1456172422,52,1
2024,1456172428,40,1
2025,1456172434,40,1
2026,1456172440,40,1
2027,1456172446,40,1
2028,1456172452,40,1
2029,1456172458,40,1
2030,1456172464,40,1
2031,1456172470,40,1
2032,1456172476,40,1
2033,1456172482,40,1
2034,1456172488,19,1
2035,1456172494,19,1
2036,1456172500,19,1
2037,1456172506,19,1
2038,1456172512,19,1
2039,1456172518,19,1
2040,1456172524,19,1
2041,1456172530,19,1
2042,1456172536,19,1
2043,1456172542,19,1
2044,1456172548,6,1
2045,1456172554,6,1
2046,1456172560,6,1
2047,1456172566,6,1
2048,1456172572,6,1
2049,1456172578,6,1
2050,1456172584,6,1
2051,1456172590,6,1
2052,1456172596,6,1
2053,1456172602,6,1
2054,1456172608,6,1
2055,1456172614,6,1
2056,1456172620,6,1
2057,1456172626,6,1
2058,1456172632,6,1
2059,1456172638,6,1
2060,1456172644,6,1
2061,1456172650,6,1
2062,1456172656,6,1
2063,1456172662,6,1
2064,1456172668,50,1
2065,1456172674,50,1
2066,1456172680,50,1
2067,1456172686,50,1
2068,1456172692,50,1
2069,1456172698,50,1
2070,1456172704,50,1
2071,1456172710,50,1
2072,1456172716,50,1
2073,1456172722,50,1
2074,1456172728,49,2
2075,1456172734,49,2
2076,1456172740,49,2
2077,1456172746,49,2
2078,1456172752,49,2
2079,1456172758,49,2
2080,1456172764,49,2
2081,1456172770,49,2
2082,1456172776,49,2
2083,1456172782,49,2
2084,1456172788,44,2
2085,1456172794,44,2
2086,1456172800,44,2
2087,1456172806,44,2
2088,1456172812,44,2
2089,1456172818,44,2
2090,1456172824,44,2
2091,1456172830,44,2
2092,1456172836,44,2
2093,1456172842,44,2
2094,1456172848,31,2
2095,1456172854,31,2
2096,1456172860,31,2
2097,1456172866,31,2
2098,1456172872,31,2
2099,1456172878,31,2
2100,1456172884,31,2
2101,1456172890,31,2
2102,1456172896,31,2
2103,1456172902,31,2
2104,1456172908,16,2
2105,1456172914,16,2
2106,1456172920,16,2
2107,1456172926,16,2
2108,1456172932,16,2
2109,1456172938,16,2
2110,1456172944,16,2
2111,1456172950,16,2
2112,1456172956,16,2
2113,1456172962,16,2
2114,1456172968,2,2
2115,1456172974,2,2
2116,1456172980,2,2
2117,1456172986,2,2
2118,1456172992,2,2
2119,1456172998,2,2
2120,1456173004,2,2
2121,1456173010,2,2
2122,1456173016,2,2
2123,1456173022,2,2
2124,1456173028,30,2
2125,1456173034,30,2
2126,1456173040,30,2
2127,1456173046,30,2
2128,1456173052,30,2
2129,1456173058,30,2
2130,1456173064,30,2
2131,1456173070,30,2
2132,1456173076,30,2
2133,1456173082,30,2
2134,1456173088,14,2
2135,1456173094,14,2
2136,1456173100,19,3
2137,1456173106,19,3
2138,1456173112,19,3
2139,1456173118,19,3
2140,1456173124,19,3
2141,1456173130,19,3
2142,1456173136,19,3
2143,1456173142,19,3
2144,1456173148,13,3
2145,1456173154,13,3
2146,1456173160,7,3
2147,1456173166,7,3
2148,1456173172,7,3
2149,1456173178,7,3
2150,1456173184,7,3
2151,1456173190,7,3
2152,1456173196,7,3
2153,1456173202,7,3
2154,1456173208,9,3
2155,1456173214,9,3
2156,1456173220,5,3
2157,1456173226,5,3
2158,1456173232,5,3
2159,1456173238,5,3
2160,1456173244,5,3
2161,1456173250,5,3
2162,1456173256,5,3
2163,1456173262,5,3
2164,1456173268,15,3
2165,1456173274,15,3
2166,1456173280,24,3
2167,1456173286,24,3
2168,1456173292,24,3
2169,1456173298,24,3
2170,1456173304,24,3
2171,1456173310,24,3
2172,1456173316,24,3
2173,1456173322,24,3
2174,1456173328,18,3
2175,1456173334,18,3
2176,1456173340,14,3
2177,1456173346,17,4
2178,1456173352,17,4
2179,1456173358,17,4
2180,1456173364,17,4
2181,1456173370,17,4
2182,1456173376,17,4
2183,1456173382,17,4
2184,1456173388,15,4
2185,1456173394,15,4
2186,1456173400,14,4
2187,1456173406,12,4
2188,1456173412,12,4
2189,1456173418,12,4
2190,1456173424,12,4
2191,1456173430,12,4
2192,1456173436,12,4
2193,1456173442,12,4
2194,1456173448,10,4
2195,1456173454,10,4
2196,1456173460,8,4
2197,1456173466,6,4
2198,1456173472,6,4
2199,1456173478,6,4
2200,1456173484,6,4
2201,1456173490,6,4
2202,1456173496,6,4
2203,1456173502,6,4
2204,1456173508,12,4
2205,1456173514,12,4
2206,1456173520,17,4
2207,1456173526,23,4
2208,1456173532,23,4
2209,1456173538,23,4
2210,1456173544,23,4
2211,1456173550,23,4
2212,1456173556,23,4
2213,1456173562,23,4
2214,1456173568,20,4
2215,1456173574,20,4
2216,1456173580,17,4
2217,1456173586,13,4
2218,1456173592,13,4
2219,1456173598,13,4
2220,1456173604,13,4
2221,1456173610,14,5
2222,1456173616,14,5
2223,1456173622,14,5
2224,1456173628,12,5
2225,1456173634,12,5
2226,1456173640,12,5
2227,1456173646,10,5
2228,1456173652,10,5
2229,1456173658,10,5
2230,1456173664,10,5
2231,1456173670,9,5
2232,1456173676,9,5
2233,1456173682,9,5
2234,1456173688,9,5
2235,1456173694,9,5
2236,1456173700,9,5
2237,1456173706,10,5
2238,1456173712,10,5
2239,1456173718,10,5
2240,1456173724,10,5
2241,1456173730,11,5
2242,1456173736,11,5
2243,1456173742,11,5
2244,1456173748,13,5
2245,1456173754,13,5
2246,1456173760,14,5
2247,1456173766,16,5
2248,1456173772,16,5
2249,1456173778,16,5
2250,1456173784,16,5
2251,1456173790,16,5
2252,1456173796,16,5
2253,1456173802,16,5
2254,1456173808,15,6
2255,1456173814,15,6
2256,1456173820,15,6
2257,1456173826,13,6
2258,1456173832,13,6
2259,1456173838,13,6
2260,1456173844,13,6
2261,1456173850,11,6
2262,1456173856,11,6
2263,1456173862,11,6
2264,1456173868,9,6
2265,1456173874,9,6
2266,1456173880,10,6
2267,1456173886,10,6
2268,1456173892,10,6
2269,1456173898,10,6
2270,1456173904,10,6
2271,1456173910,11,6
2272,1456173916,11,6
2273,1456173922,11,6
2274,1456173928,13,6
2275,1456173934,13,6
2276,1456173940,14,6
2277,1456173946,15,6
2278,1456173952,15,6
2279,1456173958,15,6
2280,1456173964,15,6
2281,1456173970,17,6
2282,1456173976,17,6
2283,1456173982,17,6
2284,1456173988,16,6
2285,1456173994,16,6
2286,1456174000,15,6
2287,1456174006,13,6
2288,1456174012,13,6
2289,1456174018,13,6
2290,1456174024,13,7
2291,1456174030,11,7
2292,1456174036,11,7
2293,1456174042,11,7
2294,1456174048,8,7
2295,1456174054,8,7
2296,1456174060,7,7
2297,1456174066,6,7
2298,1456174072,6,7
2299,1456174078,6,7
2300,1456174084,5,7
2301,1456174090,5,7
2302,1456174096,5,7
2303,1456174102,5,7
2304,1456174108,7,7
2305,1456174114,7,7
2306,1456174120,5,7
2307,1456174126,6,7
2308,1456174132,6,7
2309,1456174138,6,7
2310,1456174144,5,7
2311,1456174150,6,7
2312,1456174156,6,7
2313,1456174162,6,7
2314,1456174168,7,7
2315,1456174174,7,7
2316,1456174180,9,7
2317,1456174186,9,7
2318,1456174192,9,7
2319,1456174198,9,7
2320,1456174204,9,7
2321,1456174210,9,7
2322,1456174216,9,7
2323,1456174222,9,7
2324,1456174228,9,7
2325,1456174234,9,7
2326,1456174240,9,7
2327,1456174246,9,7
2328,1456174252,9,7
2329,1456174258,9,7
2330,1456174264,10,7
2331,1456174270,10,7
2332,1456174276,10,7
2333,1456174282,10,7
2334,1456174288,10,7
2335,1456174294,11,7
2336,1456174300,11,7
2337,1456174306,10,8
2338,1456174312,10,8
2339,1456174318,10,8
2340,1456174324,9,8
2341,1456174330,9,8
2342,1456174336,9,8
2343,1456174342,9,8
2344,1456174348,11,8
2345,1456174354,11,8
2346,1456174360,12,8
2347,1456174366,13,8
2348,1456174372,13,8
2349,1456174378,13,8
2350,1456174384,13,8
2351,1456174390,17,8
2352,1456174396,17,8
2353,1456174402,17,8
2354,1456174408,19,8
2355,1456174414,20,8
2356,1456174420,21,8
2357,1456174426,23,8
2358,1456174432,23,8
2359,1456174438,23,8
2360,1456174444,23,8
2361,1456174450,26,8
2362,1456174456,26,8
2363,1456174462,26,8
2364,1456174468,27,8
2365,1456174474,28,8
2366,1456174480,28,8
2367,1456174486,29,8
2368,1456174492,29,8
2369,1456174498,29,8
2370,1456174504,29,8
2371,1456174510,30,8
2372,1456174516,30,8
2373,1456174522,30,8
2374,1456174528,30,8
2375,1456174534,31,8
2376,1456174540,32,8
2377,1456174546,34,8
2378,1456174552,34,8
2379,1456174558,34,8
2380,1456174564,34,8
2381,1456174570,37,8
2382,1456174576,37,8
2383,1456174582,37,8
2384,1456174588,38,8
2385,1456174594,40,8
2386,1456174600,41,8
2387,1456174606,43,8
2388,1456174612,43,8
2389,1456174618,43,8
2390,1456174624,43,8
2391,1456174630,44,8
2392,1456174636,44,8
2393,1456174642,44,8
2394,1456174648,45,8
2395,1456174654,46,8
2396,1456174660,47,8
2397,1456174666,48,8
2398,1456174672,48,8
2399,1456174678,48,8
2400,1456174684,48,8
2401,1456174690,48,8
2402,1456174696,48,8
2403,1456174702,48,8
2404,1456174708,48,8
2405,1456174714,49,8
2406,1456174720,49,8
2407,1456174726,50,8
