#key;timestamp;value
Errors;1456161204;0
Errors;1456161264;0
Errors;1456161324;0
Errors;1456161384;0
Errors;1456161444;0
Errors;1456161504;0
Errors;1456161575;79
Errors;1456161635;404
Errors;1456161695;0
Errors;1456161755;0
Errors;1456161815;44
Errors;1456161875;0
Errors;1456161935;0
Errors;1456161995;0
Errors;1456162055;0
Errors;1456162116;0
Errors;1456162176;0
Errors;1456162239;0
Errors;1456162299;4
Errors;1456162359;0
Errors;1456162419;0
Errors;1456162482;0
Errors;1456162542;130
Errors;1456162602;0
Errors;1456162665;0
Errors;1456162725;46
Errors;1456162786;0
Errors;1456162846;0
Errors;1456162909;0
Errors;1456162975;571
Errors;1456163038;1
Errors;1456163098;0
Errors;1456163162;1
Errors;1456163222;0
Errors;1456163282;10
Errors;1456163342;0
Errors;1456163402;0
Errors;1456163462;0
Errors;1456163522;0
Errors;1456163582;0
Errors;1456163642;117
Errors;1456163702;0
Errors;1456163762;0
Errors;1456163822;103
Errors;1456163882;0
Errors;1456163942;0
Errors;1456164002;93
Errors;1456164062;0
Errors;1456164122;0
Errors;1456164182;84
Errors;1456164242;0
Errors;1456164302;0
Errors;1456164362;46
Errors;1456164422;0
Errors;1456164482;0
Errors;1456164541;4
Errors;1456164600;0
Errors;1456164660;0
Errors;1456164719;21
Errors;1456164779;0
Errors;1456164839;0
Errors;1456164899;0
Errors;1456164959;0
Errors;1456165019;0
Errors;1456165085;228
Errors;1456165145;0
Errors;1456165205;0
Errors;1456165265;0
Errors;1456165325;13
Errors;1456165385;0
Errors;1456165445;0
Errors;1456165505;0
Errors;1456165565;0
Errors;1456165625;23
Errors;1456165685;0
Errors;1456165745;0
Errors;1456165805;0
Errors;1456165868;0
Errors;1456165928;291
Errors;1456165988;0
Errors;1456166051;0
Errors;1456166118;336
Errors;1456166185;1777
Errors;1456166254;827
Errors;1456166322;1235
Errors;1456166391;2198
Errors;1456166459;3065
Errors;1456166527;1765
Errors;1456166596;2158
Errors;1456166665;3223
Errors;1456166729;3384
Errors;1456166801;3434
Errors;1456166868;1779
Errors;1456166934;1773
Errors;1456167001;1229
Errors;1456167068;1132
Errors;1456167135;714
Errors;1456167200;20
Errors;1456167263;4
Errors;1456167323;0
Errors;1456167383;0
Errors;1456167443;0
Errors;1456167503;0
Errors;1456167563;0
Errors;1456167623;0
Errors;1456167683;0
Errors;1456167743;0
Errors;1456167803;0
Errors;1456167863;116
Errors;1456167923;0
Errors;1456167983;0
Errors;1456168043;92
Errors;1456168103;0
Errors;1456168163;0
Errors;1456168223;85
Errors;1456168283;0
Errors;1456168343;0
Errors;1456168403;72
Errors;1456168463;0
Errors;1456168523;0
Errors;1456168583;87
Errors;1456168643;0
Errors;1456168703;0
Errors;1456168763;203
Errors;1456168823;0
Errors;1456168885;0
Errors;1456168960;828
Errors;1456169023;251
Errors;1456169086;0
Errors;1456169152;108
Errors;1456169212;0
Errors;1456169273;0
Errors;1456169333;0
Errors;1456169396;0
Errors;1456169456;87
Errors;1456169516;0
Errors;1456169576;0
Errors;1456169638;0
Errors;1456169698;120
Errors;1456169758;0
Errors;1456169819;0
Errors;1456169882;0
Errors;1456169950;9
Errors;1456170011;72
Errors;1456170074;2
Errors;1456170141;13
Errors;1456170209;1128
Errors;1456170276;1611
Errors;1456170342;904
Errors;1456170411;1437
Errors;1456170479;1126
Errors;1456170547;855
Errors;1456170612;18
Errors;1456170672;0
Errors;1456170732;0
Errors;1456170792;0
Errors;1456170852;0
Errors;1456170912;0
Errors;1456170972;0
Errors;1456171032;0
Errors;1456171092;0
Errors;1456171152;0
Errors;1456171221;136
Errors;1456171281;0
Errors;1456171341;0
Errors;1456171401;123
Errors;1456171461;0
Errors;1456171521;0
Errors;1456171581;105
Errors;1456171641;0
Errors;1456171701;0
Errors;1456171761;83
Errors;1456171821;0
Errors;1456171881;0
Errors;1456171942;57
Errors;1456172002;0
Errors;1456172062;0
Errors;1456172121;4
Errors;1456172181;0
Errors;1456172240;0
Errors;1456172300;27
Errors;1456172360;0
Errors;1456172420;0
Errors;1456172480;0
Errors;1456172540;0
Errors;1456172602;0
Errors;1456172662;261
Errors;1456172722;0
Errors;1456172782;0
Errors;1456172842;0
Errors;1456172902;0
Errors;1456172963;0
Errors;1456173030;584
Errors;1456173090;0
Errors;1456173152;0
Errors;1456173217;0
Errors;1456173283;720
Errors;1456173343;0
Errors;1456173403;0
Errors;1456173466;0
Errors;1456173532;457
Errors;1456173592;0
Errors;1456173658;1
Errors;1456173725;0
Errors;1456173790;201
Errors;1456173853;0
Errors;1456173922;81
Errors;1456173987;277
Errors;1456174049;0
Errors;1456174117;263
Errors;1456174187;1519
Errors;1456174255;1673
Errors;1456174322;63
Errors;1456174385;0
Errors;1456174445;0
Errors;1456174505;0
Errors;1456174565;0
Errors;1456174625;0
Errors;1456174685;0
Errors;1456174746;0
Errors;1456174806;0
Errors;1456174866;0
Errors;1456174926;0
Errors;1456174986;0
Errors;1456175046;0
Errors;1456175106;131
Errors;1456175166;0
Errors;1456175226;0
Errors;1456175286;133
Errors;1456175346;0
Errors;1456175406;0
Errors;1456175466;119
Errors;1456175526;0
Errors;1456175586;0
Errors;1456175646;131
Errors;1456175706;0
Errors;1456175766;0
Errors;1456175826;108
Errors;1456175886;0
Errors;1456175946;0
Errors;1456176006;129
Errors;1456176066;0
Errors;1456176126;0
Errors;1456176186;0
Errors;1456176251;0
Errors;1456176311;2
Errors;1456176371;0
Errors;1456176431;0
Errors;1456176491;0
Errors;1456176551;0
Errors;1456176611;0
Errors;1456176671;6
