#key;timestamp;value
Requests;1456175646;3360
Requests;1456175706;3240
Requests;1456175766;3060
Requests;1456175826;2580
Requests;1456175886;1980
Requests;1456175946;1560
Requests;1456176006;2040
Requests;1456176066;2340
Requests;1456176126;2700
Requests;1456176186;3120
Requests;1456176251;3180
Requests;1456176311;3240
Requests;1456176371;3300
Requests;1456176431;3900
Requests;1456176491;4320
Requests;1456176551;4320
Requests;1456176611;4620
Requests;1456176671;5160
Requests;1456176731;5700
Requests;1456176792;5880
Requests;1456176857;6120
Requests;1456176921;6720
Requests;1456176983;6900
Requests;1456177048;7260
Requests;1456177112;7560
Requests;1456177173;7560
Requests;1456177233;7800
Requests;1456177299;8100
Requests;1456177362;8160
Requests;1456177422;8520
Requests;1456177487;8940
Requests;1456177553;8940
Requests;1456177621;9300
Requests;1456177688;9660
Requests;1456177755;9780
Requests;1456177823;10200
Requests;1456177892;9900
Requests;1456177960;9600
Requests;1456178027;9360
Requests;1456178094;9120
Requests;1456178159;9000
Requests;1456178219;8700
Requests;1456178279;8400
Requests;1456178339;8340
Requests;1456178399;7800
Requests;1456178459;7740
Requests;1456178519;7380
Requests;1456178579;7080
Requests;1456178639;6780
Requests;1456178699;6360
Requests;1456178759;6300
Requests;1456178819;6180
Requests;1456178879;5640
Requests;1456178939;5520
Requests;1456178999;5160
Requests;1456179059;5100
Requests;1456179119;4980
Requests;1456179180;4920
Requests;1456179240;4800
Requests;1456179300;4380
Requests;1456179360;4320
Requests;1456179420;3720
Requests;1456179480;3240
Requests;1456179540;2700
Requests;1456179600;2520
Requests;1456179660;2040
Requests;1456179720;2280
Requests;1456179780;2580
Requests;1456179840;2700
Requests;1456179900;3180
Requests;1456179960;3300
Requests;1456180020;3720
Requests;1456180080;4140
Requests;1456180140;4740
Requests;1456180201;4860
Requests;1456180261;5280
Requests;1456180321;5340
Requests;1456180381;5520
Requests;1456180441;5640
Requests;1456180501;5940
Requests;1456180561;6120
Requests;1456180621;6240
Requests;1456180681;6600
Requests;1456180741;6900
Requests;1456180802;7440
Requests;1456180862;7680
Requests;1456180922;7800
Requests;1456180982;7860
Requests;1456181042;8160
Requests;1456181102;8580
Requests;1456181165;8580
Requests;1456181225;8880
Requests;1456181285;8940
Requests;1456181345;9300
Requests;1456181405;9420
Requests;1456181472;10020
Requests;1456181532;9480
Requests;1456181593;9480
Requests;1456181653;9180
Requests;1456181713;8820
Requests;1456181773;8700
Requests;1456181833;8400
Requests;1456181893;7860
Requests;1456181953;7860
Requests;1456182013;7560
Requests;1456182073;7380
Requests;1456182133;7200
Requests;1456182193;6780
Requests;1456182253;6660
Requests;1456182313;6300
Requests;1456182388;5760
Requests;1456182448;5160
Requests;1456182508;4800
Requests;1456182572;4380
Requests;1456182632;3840
Requests;1456182692;3420
Requests;1456182752;3060
Requests;1456182812;2760
Requests;1456182872;2340
Requests;1456182932;1740
Requests;1456182992;1320
Requests;1456183052;720
Requests;1456183112;180
Requests;1456183172;120
Requests;1456183231;300
Requests;1456183290;60
Requests;1456183350;300
Requests;1456183410;600
Requests;1456183471;900
Requests;1456183531;1500
Requests;1456183591;1680
Requests;1456183651;1920
Requests;1456183711;2040
Requests;1456183771;2640
Requests;1456183831;3180
Requests;1456183891;3480
Requests;1456183954;3900
Requests;1456184014;3960
Requests;1456184074;4260
Requests;1456184134;4620
Requests;1456184195;5100
Requests;1456184267;5640
Requests;1456184327;5940
Requests;1456184387;6240
Requests;1456184454;6780
Requests;1456184514;6960
Requests;1456184574;7320
Requests;1456184642;7920
Requests;1456184708;8100
Requests;1456184770;8220
Requests;1456184839;8700
Requests;1456184907;9000
Requests;1456184975;9420
Requests;1456185044;9480
Requests;1456185113;9960
Requests;1456185175;10320
Requests;1456185246;10380
Requests;1456185314;10020
Requests;1456185381;9540
Requests;1456185448;9240
Requests;1456185513;8940
Requests;1456185574;8340
Requests;1456185634;8220
Requests;1456185694;7920
Requests;1456185754;7620
Requests;1456185814;7260
Requests;1456185874;6780
Requests;1456185934;6540
Requests;1456185994;6120
Requests;1456186054;6000
Requests;1456186114;5880
Requests;1456186174;5580
Requests;1456186234;5280
Requests;1456186294;4980
Requests;1456186354;4860
Requests;1456186414;4740
Requests;1456186474;4500
Requests;1456186534;4080
Requests;1456186594;4080
Requests;1456186654;3960
Requests;1456186714;3480
Requests;1456186774;3420
Requests;1456186834;3060
Requests;1456186894;2940
Requests;1456186954;2940
Requests;1456187014;3120
Requests;1456187074;3300
Requests;1456187134;3660
Requests;1456187195;4020
Requests;1456187255;4140
Requests;1456187315;4140
Requests;1456187375;4500
Requests;1456187435;4560
Requests;1456187495;4620
Requests;1456187555;5160
Requests;1456187615;5520
Requests;1456187675;5820
Requests;1456187735;6000
Requests;1456187795;6300
Requests;1456187855;6480
Requests;1456187916;6960
Requests;1456187982;7380
Requests;1456188042;7680
Requests;1456188104;8280
Requests;1456188170;8640
Requests;1456188239;8700
Requests;1456188304;8820
Requests;1456188366;8880
Requests;1456188429;9000
Requests;1456188495;9060
Requests;1456188562;9480
Requests;1456188628;9660
Requests;1456188695;9960
Requests;1456188762;10140
Requests;1456188828;10560
Requests;1456188894;10860
Requests;1456188960;10680
Requests;1456189027;10560
Requests;1456189093;10560
Requests;1456189159;10020
Requests;1456189226;9660
Requests;1456189288;9120
Requests;1456189351;9120
Requests;1456189411;8520
Requests;1456189471;7920
Requests;1456189531;7620
Requests;1456189591;7080
Requests;1456189651;6660
Requests;1456189711;6420
Requests;1456189771;6120
Requests;1456189831;5940
Requests;1456189899;5640
Requests;1456189959;5160
Requests;1456190019;4680
Requests;1456190081;4200
Requests;1456190141;3780
Requests;1456190201;3240
Requests;1456190261;3180
Requests;1456190321;2820
Requests;1456190381;2280
Requests;1456190441;1920
Requests;1456190501;1620
Requests;1456190561;1380
Requests;1456190621;1020
Requests;1456190681;720
Requests;1456190741;600
Requests;1456190801;1020
Requests;1456190855;1440

