timestamp value
1456177428 20.3583
1456177488 17.8660
1456177548 10.1016
1456177608 8.0535
1456177668 6.4963
1456177728 7.6841
1456177788 13.8837
1456177848 12.1483
1456177908 14.1223
1456177968 16.0241
1456178028 7.6226
1456178087 2.6887
1456178147 9.6143
1456178207 15.4549
1456178267 21.7431
1456178327 28.1489
1456178387 40.2065
1456178447 42.6218
1456178507 46.9472
1456178567 51.5013
1456178627 55.2126
1456178687 58.8186
1456178747 60.3498
1456178807 61.3926
1456178867 65.4716
1456178927 64.2019
1456178987 65.9064
1456179047 66.6890
1456179107 64.9388
1456179167 63.8223
1456179227 65.0402
1456179287 64.5631
1456179347 63.3244
1456179407 68.6097
