timestamp value
1456188071 20.1170
1456188131 13.0217
1456188192 14.0970
1456188252 19.3058
1456188312 18.3171
1456188372 13.7706
1456188432 16.1046
1456188492 2.9406
1456188552 8.0363
1456188612 8.0310
1456188672 10.7104
1456188732 11.7498
1456188792 13.6157
1456188852 10.3186
1456188912 12.4887
1456188972 11.5622
1456189032 10.8350
1456189091 7.1495
1456189151 7.2105
1456189211 11.3341
1456189271 16.5252
1456189331 7.5895
1456189391 23.4249
1456189451 35.1648
1456189511 43.2236
1456189571 49.5553
1456189631 54.6288
1456189691 58.3545
1456189751 60.5636
1456189811 63.0165
1456189871 65.4588
1456189931 69.7971
1456189991 68.5437
1456190051 72.5833
1456190112 73.1430
1456190172 76.1594
1456190232 78.5882
1456190292 76.9990
1456190352 80.4642
1456190412 84.4032
1456190472 84.3802
1456190532 86.2270
1456190592 88.9519
1456190652 89.5475
1456190712 91.4510
1456190772 89.5221
