timestamp value
1456180834 35.4544
1456180894 22.4243
1456180954 22.9112
1456181014 37.6948
1456181074 32.5589
1456181134 27.9486
1456181194 11.3870
1456181254 16.9986
1456181314 23.9233
1456181374 19.6587
1456181434 11.5572
1456181494 14.6292
1456181554 11.3854
1456181615 14.3584
1456181675 24.1453
1456181735 29.4949
1456181795 31.8894
1456181855 40.8507
1456181915 46.5606
1456181975 47.6336
1456182035 50.5088
1456182095 53.4943
1456182155 56.0351
1456182215 59.0092
1456182275 60.6921
1456182335 64.1924
1456182395 74.6316
1456182455 68.1514
1456182515 71.5074
1456182575 75.0000
1456182635 73.9181
1456182695 77.5364
1456182755 78.9008
1456182815 78.7874
1456182875 82.1309
1456182935 85.4424
1456182995 87.2600
1456183055 93.0776
1456183115 98.0484
1456183175 98.0833
1456183235 95.9613
