timestamp value
1456165359 53.1323
1456165419 44.8993
1456165479 40.2449
1456165539 34.8432
1456165599 35.4205
1456165659 49.1007
1456165719 41.0411
1456165779 31.7319
1456165839 17.4761
1456165899 14.9766
1456165959 29.1456
1456166019 21.1989
1456166079 12.7860
1456166139 5.4085
1456166199 2.7273
1456166259 7.4062
1456166319 2.7018
1456166380 8.3702
1456166440 6.6968
1456166500 7.8193
1456166560 11.2324
1456166620 13.4481
1456166680 10.5711
1456166740 5.1695
1456166800 14.7473
1456166860 3.2229
1456166920 13.1516
1456166980 11.4542
1456167040 11.0510
1456167100 13.7237
1456167160 13.8724
1456167220 12.0007
1456167280 16.2193
1456167340 30.8145
1456167400 40.8262
1456167460 46.7295
1456167520 53.5950
1456167580 55.7396
1456167640 56.7777
1456167700 59.8489
1456167760 63.3741
1456167820 67.0754
1456167880 67.8009
1456167940 71.4978
1456168000 74.9707
1456168060 73.1206
1456168120 74.0177
