timestamp value
1456184036 47.6598
1456184096 41.9105
1456184156 33.0479
1456184216 20.8515
1456184276 22.0886
1456184336 31.6471
1456184396 25.1132
1456184456 17.5000
1456184516 26.7183
1456184576 28.2008
1456184636 6.6328
1456184696 17.9208
1456184756 28.5519
1456184816 13.2079
1456184876 11.1804
1456184936 11.4060
1456184996 14.5743
1456185056 15.4419
1456185116 16.9109
1456185176 4.1659
1456185236 4.3706
1456185296 21.3941
1456185356 15.4134
1456185417 15.2642
1456185477 14.8768
1456185537 20.2705
1456185597 26.3874
1456185657 30.6347
1456185717 38.4331
1456185777 43.2719
1456185837 49.4755
1456185897 53.9548
1456185957 58.4374
1456186017 61.0152
1456186077 60.0871
1456186137 62.5756
1456186197 65.1495
1456186257 63.4822
1456186317 65.1875
1456186377 65.3975
1456186437 62.0592
1456186497 64.4914
1456186557 68.1514
1456186617 62.8203
1456186677 64.6095
1456186737 68.1096
1456186797 64.1279
1456186857 66.0197
1456186917 67.4520
1456186977 57.3461
1456187037 52.2111
1456187097 47.6254
1456187157 40.3594
1456187217 31.6505
1456187277 28.4684
1456187337 17.7889
1456187397 45.1072
1456187457 44.3978
1456187517 39.5197
1456187577 28.4539
1456187637 19.3932
1456187696 5.8149
1456187756 14.3623
1456187816 26.4250
1456187876 17.4571
1456187936 4.4680
1456187996 0.0483
1456188056 3.4419
1456188116 0.0504
1456188176 0.0647
1456188236 0.0000
1456188296 1.9773
1456188356 0.6890
1456188416 0.3007
1456188476 0.1547
1456188536 0.0513
1456188596 0.1062
1456188656 0.1065
1456188716 0.0876
1456188776 2.5474
1456188836 0.0497
1456188897 1.4745
1456188957 1.4659
1456189017 1.9502
1456189077 0.0524
1456189137 1.2814
1456189197 0.1275
1456189257 0.6946
1456189317 0.7253
1456189377 6.8729
1456189437 22.3654
1456189497 34.0566
1456189557 41.0463
1456189617 47.5136
1456189677 53.0027
1456189737 55.3794
1456189797 58.3726
1456189857 60.8126
1456189917 66.4597
1456189977 63.0777
1456190037 68.2923
1456190097 70.6790
1456190157 71.6435
1456190217 75.6730
