timestamp value
1456166518 8.3042
1456166578 0.0158
1456166638 0.0491
1456166698 0.0491
1456166758 0.0000
1456166818 4.2497
1456166878 0.0680
1456166938 1.1521
1456166998 1.1897
1456167058 0.0664
1456167118 0.3749
1456167178 1.3259
1456167238 4.4351
1456167297 9.4814
1456167357 23.7880
1456167417 34.6904
1456167477 43.1606
1456167537 49.0047
1456167597 50.9777
1456167657 54.8024
1456167717 58.4145
1456167777 61.8736
1456167837 65.4906
1456167897 66.9344
1456167957 70.9246
1456168017 73.4438
1456168077 72.3543
1456168137 74.2270
1456168197 76.4007
1456168257 75.5177
1456168317 80.3139
1456168377 82.1417
1456168437 82.7407
1456168497 84.3436
