timestamp value
1456176368 58.9873
1456176428 50.6042
1456176488 43.2573
1456176548 39.6945
1456176608 26.1649
1456176668 43.5630
1456176728 37.2226
1456176788 30.9732
1456176848 20.5544
1456176908 31.7679
1456176968 33.2829
1456177028 19.0224
1456177088 17.7797
1456177148 33.8778
1456177208 27.0656
1456177268 22.4996
1456177328 16.6435
1456177388 24.5223
1456177448 19.5779
1456177508 21.1193
1456177568 17.5340
1456177628 11.0396
1456177688 7.4919
1456177748 5.5214
1456177808 6.4813
1456177868 13.8666
1456177927 10.5004
1456177987 8.8067
1456178047 11.8448
1456178107 9.1176
1456178167 9.7985
1456178227 12.8474
1456178287 26.5518
1456178347 32.0438
1456178407 41.8229
1456178467 43.4380
1456178527 48.6786
1456178587 52.5932
1456178647 56.2668
1456178707 60.0067
1456178767 60.5674
1456178827 61.5462
