timestamp value
1456187800 26.2005
1456187860 22.4583
1456187920 4.9379
1456187979 0.0000
1456188039 10.1059
1456188099 0.6559
1456188159 2.4963
1456188219 3.8437
1456188279 3.0240
1456188339 1.3808
1456188399 2.1873
1456188459 1.9422
1456188519 1.6963
1456188579 3.2209
1456188639 1.0766
1456188699 4.5616
1456188759 4.4229
1456188819 3.7394
1456188879 4.3218
1456188939 0.5099
1456188999 1.5351
1456189059 1.5993
1456189120 2.3737
1456189180 0.5952
1456189240 2.9081
1456189300 2.2780
1456189360 5.9895
1456189420 19.5880
1456189480 32.0475
1456189540 38.4244
1456189600 45.7514
1456189660 51.4673
1456189720 53.9163
1456189780 57.1622
1456189840 59.6671
1456189900 66.1797
1456189960 61.8600
1456190020 66.8677
1456190080 69.7167
1456190140 71.2182
1456190200 75.4181
1456190260 74.6821
1456190320 75.2886
1456190380 80.8052
1456190440 82.7984
1456190500 82.9631
1456190560 85.4188
