timestamp value
1456184969 1.0496
1456185029 0.0480
1456185089 0.0664
1456185149 0.0504
1456185209 0.0000
1456185270 1.9737
1456185330 0.0830
1456185390 6.7521
1456185450 1.9234
1456185510 2.0073
1456185570 11.2584
1456185630 16.0156
1456185690 25.5404
1456185750 32.5056
1456185810 39.4251
1456185870 45.5820
1456185930 49.9492
1456185990 55.2578
1456186050 56.1299
1456186110 58.6496
1456186170 61.2790
1456186230 62.1794
1456186290 62.8476
1456186350 64.1576
1456186410 62.9983
1456186470 62.3327
1456186530 67.0956
1456186590 65.0277
1456186650 61.6801
1456186710 67.1299
