timestamp value
1456180323 43.9603
1456180383 41.5744
1456180443 35.8905
1456180503 31.4036
1456180563 45.4331
1456180623 43.9221
1456180683 36.6135
1456180743 27.4043
1456180803 36.3359
1456180863 32.6714
1456180923 19.8123
1456180983 31.2058
1456181043 36.2448
1456181103 29.1276
1456181163 18.1718
1456181223 11.6581
1456181283 27.1113
1456181343 20.3626
1456181403 18.3895
1456181463 3.8310
1456181523 26.3352
1456181583 14.4092
1456181643 24.1386
1456181702 31.8133
1456181762 33.9706
1456181822 39.6712
1456181882 47.4227
1456181942 48.7813
1456182002 51.7065
1456182062 53.7795
1456182122 56.2890
1456182182 59.4668
1456182242 61.0924
1456182302 63.5921
1456182362 67.2153
1456182422 76.4854
1456182482 70.5912
1456182542 73.8577
1456182602 76.1451
1456182662 77.0273
1456182722 79.8630
