timestamp value
1456169488 38.9132
1456169548 34.6329
1456169608 23.4322
1456169668 19.3647
1456169728 27.4723
1456169788 28.3311
1456169848 26.7224
1456169908 12.5110
1456169968 21.4681
1456170028 18.7793
1456170088 17.9541
1456170147 19.0903
1456170207 2.1868
1456170267 5.4738
1456170327 7.9951
1456170387 10.6681
1456170447 15.0796
1456170507 12.3224
1456170567 12.7153
1456170627 15.9774
1456170687 27.1060
1456170747 35.6720
1456170807 37.6370
1456170867 43.1420
1456170927 48.8190
1456170987 52.2041
1456171047 57.0175
1456171107 60.4878
1456171167 63.4806
1456171227 69.8591
1456171287 64.1816
1456171347 67.0854
