timestamp value
1456183779 52.1819
1456183839 41.6961
1456183899 26.4676
1456183959 15.4476
1456184019 47.9355
1456184079 43.5695
1456184139 32.6603
1456184199 18.5738
1456184259 13.5411
1456184319 34.0875
1456184379 27.2054
1456184439 11.4464
1456184499 32.4638
1456184559 28.5546
1456184619 10.4248
1456184679 19.0290
1456184739 28.2892
1456184799 19.4273
1456184859 14.1130
1456184920 11.6942
1456184980 17.3875
1456185040 11.1072
1456185100 11.7074
1456185160 16.8485
1456185220 5.1619
1456185280 22.3510
1456185340 15.4843
1456185400 16.7237
1456185460 14.1704
1456185520 13.9060
1456185580 26.7289
1456185640 29.7429
1456185700 34.8953
1456185760 38.6455
1456185820 44.5843
1456185880 49.4451
1456185940 53.4293
1456186000 57.1501
1456186060 56.3345
1456186120 58.6352
1456186180 61.7064
