timestamp value
1456188629 6.2942
1456188689 4.7046
1456188749 6.9797
1456188809 8.2092
1456188869 9.8770
1456188929 8.4487
1456188989 7.1016
1456189049 8.6868
1456189109 6.6898
1456189169 5.1175
1456189229 10.2866
1456189288 6.0049
1456189348 4.5660
1456189408 29.1607
1456189468 38.0661
1456189528 44.1836
1456189588 50.1280
1456189648 55.9872
1456189708 58.2670
1456189768 60.7648
1456189828 62.7392
1456189888 65.1999
1456189948 69.8290
1456190008 69.5412
1456190068 72.7741
1456190128 73.4092
1456190188 76.9977
1456190248 78.2536
1456190308 76.8922
1456190368 81.7513
1456190428 84.7568
1456190488 84.2659
1456190548 86.7234
1456190608 89.6627
1456190668 90.2785
1456190728 92.5176
1456190788 87.9552
1456190848 73.1451
