timestamp value
1456173608 23.7223
1456173668 18.1094
1456173728 11.4960
1456173788 15.6405
1456173848 19.7250
1456173908 6.3334
1456173968 12.8902
1456174028 19.7278
1456174088 8.8797
1456174148 9.4457
1456174208 10.5465
1456174267 12.1789
1456174327 11.7349
1456174387 11.8780
1456174447 21.3360
1456174507 31.6790
1456174567 32.5127
1456174627 44.4063
1456174687 50.0936
1456174747 51.5265
1456174807 56.3471
1456174867 60.6117
1456174927 59.7945
1456174987 62.7731
1456175047 64.8173
1456175107 63.2924
1456175167 64.0449
1456175227 67.2581
1456175287 65.2320
1456175347 63.7339
1456175407 68.7594
1456175467 69.2668
1456175527 66.5997
1456175587 69.4482
1456175647 67.1684
1456175707 64.5010
1456175767 66.8729
1456175827 68.2776
1456175887 72.7470
1456175947 78.3278
