timestamp value
1456176695 40.4634
1456176755 32.4937
1456176815 25.7961
1456176875 26.4230
1456176935 33.9331
1456176995 25.2368
1456177055 18.4957
1456177115 20.7201
1456177175 26.3382
1456177235 24.4392
1456177295 10.8326
1456177355 17.0626
1456177415 22.8248
1456177475 10.2059
1456177535 16.2498
1456177595 9.5970
1456177655 15.8724
1456177715 10.7143
1456177775 13.6488
1456177835 12.5828
1456177894 14.4222
1456177954 3.7757
1456178014 14.8702
1456178074 9.0415
1456178134 12.8115
1456178194 11.9021
1456178254 20.9621
1456178314 27.9778
1456178374 38.4655
1456178434 42.7078
1456178494 46.4555
1456178554 51.0945
1456178614 54.6604
1456178674 58.4442
1456178734 60.5108
1456178794 61.4506
1456178854 64.9270
1456178914 65.0754
1456178974 63.5146
1456179034 64.9020
1456179094 63.1499
1456179154 60.4955
1456179215 61.5359
1456179275 61.9183
1456179335 59.6682
1456179395 63.6653
1456179455 66.1371
1456179515 67.6918
1456179575 71.9111
1456179635 73.8477
1456179695 70.0485
1456179755 65.1505
1456179815 55.0829
1456179875 34.6006
1456179935 27.3367
1456179995 13.8523
1456180055 0.1002
1456180115 23.0872
1456180175 20.2073
1456180235 5.6720
1456180295 30.7499
1456180355 28.7899
1456180415 22.8265
1456180475 12.8442
1456180535 25.5537
1456180595 35.0630
1456180655 30.5975
1456180715 18.2356
1456180775 18.2506
1456180835 22.6936
1456180895 11.6232
1456180955 4.8287
1456181015 27.8259
1456181075 22.1444
1456181135 17.4790
1456181195 1.1186
1456181255 2.2550
1456181315 12.1835
1456181375 8.2543
1456181435 3.2446
1456181495 4.8297
1456181555 5.7013
1456181615 7.2855
1456181675 17.2996
1456181735 23.2115
1456181795 24.4174
1456181855 33.6646
1456181915 39.9693
1456181975 40.8472
1456182035 44.8066
1456182095 47.6279
1456182155 50.6318
1456182214 53.9303
1456182274 55.2234
1456182334 59.4169
1456182394 71.4573
1456182454 63.4371
1456182514 67.5924
1456182574 71.3257
1456182634 70.6384
1456182694 74.5870
1456182754 75.9445
1456182814 76.2899
1456182874 80.4141
