timestamp value
1456176952 11.9960
1456177012 6.4818
1456177072 4.1490
1456177133 5.4392
1456177193 10.5316
1456177253 8.7523
1456177313 1.0754
1456177373 3.9079
1456177433 5.7554
1456177493 2.9934
1456177553 1.5090
1456177613 2.9868
1456177673 3.8521
1456177733 0.1265
1456177793 0.6292
1456177853 5.4899
1456177913 5.7276
1456177973 2.5743
1456178033 0.5739
1456178093 0.5530
1456178153 2.9275
1456178213 9.4724
1456178273 13.5898
1456178333 20.2165
1456178393 32.5806
1456178453 34.4206
1456178512 40.0926
1456178572 45.4329
1456178632 49.6450
1456178692 53.9471
1456178752 55.6434
1456178812 57.0062
1456178872 61.6133
1456178932 59.6577
1456178992 61.6482
1456179052 62.5168
