timestamp value
1456162584 39.2586
1456162644 26.4546
1456162704 26.0795
1456162764 38.1525
1456162824 36.3036
1456162884 26.8522
1456162944 14.0474
1456163004 23.9449
1456163064 21.5717
1456163124 23.4852
1456163184 23.5359
1456163244 36.7539
1456163304 51.1009
1456163364 54.7797
1456163424 61.2073
1456163484 64.6466
1456163544 65.7771
1456163604 68.8580
1456163664 67.9397
1456163724 71.5959
1456163784 74.0833
1456163844 74.5151
1456163904 77.8094
1456163964 79.5677
1456164024 77.6270
1456164083 78.9905
1456164143 80.8496
1456164203 81.9199
1456164263 86.3553
1456164323 89.5343
1456164383 88.7869
1456164443 93.7781
1456164503 97.7659
1456164563 98.7167
1456164623 96.1821
1456164683 92.7106
1456164743 83.4029
1456164803 66.9170
1456164863 55.1834
1456164923 40.6985
1456164983 23.9793
1456165043 10.7261
1456165103 5.8328
1456165163 48.7605
1456165223 39.7046
1456165283 25.0418
1456165343 46.2299
1456165403 36.9350
1456165463 30.2134
1456165523 25.7032
1456165583 15.7374
1456165643 41.0450
1456165703 32.0242
1456165763 16.8481
1456165823 5.3679
1456165883 0.2125
1456165943 2.5628
1456166003 5.4728
1456166063 0.0807
1456166123 1.8012
1456166183 0.4507
1456166243 0.0474
1456166303 6.4283
1456166363 4.6493
1456166424 6.2530
1456166484 6.5105
1456166544 8.4453
1456166604 5.7822
1456166664 7.2357
1456166724 9.4860
1456166784 0.0000
1456166844 15.8583
1456166904 6.7397
1456166964 2.2295
1456167024 3.5483
1456167084 3.2516
1456167144 1.6912
1456167204 4.7133
1456167264 4.8712
1456167324 18.1642
1456167384 32.6432
1456167444 37.1801
1456167504 47.3595
1456167564 49.5699
1456167624 52.4557
1456167684 56.7368
1456167744 60.4632
1456167804 63.6577
