timestamp value
1456169242 43.6733
1456169302 42.1017
1456169362 29.2851
1456169422 31.1723
1456169482 37.2938
1456169542 33.8669
1456169602 22.9947
1456169662 20.1849
1456169722 27.1274
1456169782 28.3169
1456169842 28.1451
1456169902 15.3351
1456169962 19.8725
1456170022 19.4275
1456170082 17.0613
1456170142 18.9133
1456170203 3.3474
1456170263 6.6701
1456170323 5.8803
1456170383 6.9635
1456170443 14.0545
1456170503 12.7936
1456170563 14.3787
1456170623 12.2984
1456170683 26.0637
1456170743 34.6523
1456170803 36.6944
1456170863 42.5641
1456170923 48.2601
1456170983 50.9309
1456171043 56.6785
1456171103 59.6603
1456171163 62.9387
