timestamp value
1456165668 49.3703
1456165728 38.9571
1456165788 27.1277
1456165848 18.0689
1456165908 17.8050
1456165968 28.5137
1456166028 15.4428
1456166088 11.2645
1456166148 5.5992
1456166208 4.0064
1456166268 11.7239
1456166328 9.1890
1456166388 5.6878
1456166448 8.9864
1456166508 5.9697
1456166568 11.6146
1456166628 10.0868
1456166688 13.7812
1456166748 5.0411
1456166809 20.6217
1456166869 8.3687
1456166929 1.6796
1456166989 10.5369
1456167049 13.9627
1456167109 9.6515
1456167169 9.2543
1456167229 12.8798
1456167289 18.6264
1456167349 32.5785
1456167409 41.9841
1456167469 48.3590
1456167529 54.1392
1456167589 56.5709
1456167649 59.1789
1456167709 62.9238
1456167769 66.1526
1456167829 69.3744
1456167889 70.2445
1456167949 74.0673
