timestamp value
1456169048 33.8196
1456169108 28.7223
1456169168 38.1800
1456169228 44.2744
1456169288 43.2105
1456169348 35.0236
1456169408 30.7847
1456169468 41.0874
1456169528 35.5615
1456169588 28.9500
1456169648 19.8183
1456169708 24.9411
1456169768 30.5019
1456169828 30.2696
1456169888 20.8572
1456169948 17.4235
1456170008 21.6432
1456170068 17.1919
1456170128 15.7270
1456170188 13.4112
1456170248 8.6708
1456170308 6.5080
1456170369 6.0742
1456170429 11.4463
1456170489 11.8690
1456170549 10.3231
1456170609 3.9532
1456170669 30.2379
1456170729 34.4311
1456170789 36.4708
1456170849 41.7680
1456170909 47.9156
1456170969 50.2967
1456171029 56.2722
1456171089 59.7276
1456171149 62.7837
1456171209 64.3971
1456171269 67.1749
1456171329 63.9605
1456171389 68.8588
1456171449 67.9002
1456171509 69.4742
1456171569 73.1438
1456171629 73.2321
1456171689 76.9244
