timestamp value
1456161882 45.6084
1456161942 42.3451
1456162001 41.7128
1456162061 34.8498
1456162121 14.6847
1456162181 8.1663
1456162241 23.4057
1456162301 37.5210
1456162361 26.9289
1456162421 17.0715
1456162481 1.6814
1456162541 22.8461
1456162601 21.2630
1456162661 4.2596
1456162721 15.5306
1456162781 25.0758
1456162841 21.9401
1456162901 7.8421
1456162961 3.7237
1456163021 6.3038
1456163081 5.8194
1456163141 11.6921
1456163201 12.8120
1456163261 30.5941
1456163321 42.2574
1456163381 48.1838
1456163441 54.5485
1456163501 56.7132
1456163561 59.7148
1456163621 61.7568
1456163681 62.7658
1456163741 66.2035
