timestamp value
1456161690 36.0650
1456161750 31.1417
1456161810 14.8204
1456161870 46.6577
1456161930 43.2723
1456161990 42.7326
1456162050 35.7838
1456162110 21.3986
1456162170 17.7956
1456162230 8.4315
1456162289 33.0534
1456162349 30.2923
1456162409 18.9725
1456162469 2.9071
1456162529 4.1465
1456162589 19.1404
1456162649 7.6639
1456162709 7.1828
1456162769 25.0000
1456162829 22.5540
1456162889 10.0391
1456162949 0.0492
1456163009 0.2311
1456163069 2.1234
1456163129 5.6250
1456163189 8.4537
1456163249 26.8062
1456163309 41.5700
1456163369 47.4112
1456163429 53.8953
1456163489 56.7300
1456163549 58.7059
1456163609 61.4029
1456163669 61.4288
1456163729 65.2320
1456163789 68.2596
1456163849 68.9759
1456163909 72.9662
1456163969 75.5257
1456164029 74.5415
1456164089 75.3134
1456164149 77.7574
1456164209 79.6290
1456164269 85.2130
1456164329 87.5855
1456164390 87.7149
1456164450 93.4134
1456164510 97.6822
1456164570 98.5826
1456164630 94.9641
