timestamp value
1456188338 20.5064
1456188398 15.3459
1456188458 14.1442
1456188518 9.6547
1456188578 12.9429
1456188638 12.8442
1456188699 13.9188
1456188759 5.1400
1456188819 7.7120
1456188879 12.7680
1456188939 6.5874
1456188999 6.2567
1456189059 8.0522
1456189119 11.9583
1456189179 12.4929
1456189239 12.3100
1456189299 6.9479
1456189359 11.4546
1456189419 28.0130
1456189479 39.9895
1456189539 45.1730
1456189599 52.0716
1456189659 56.8744
1456189719 59.4941
1456189779 61.8142
1456189839 63.6929
1456189899 69.4412
1456189959 66.1580
1456190019 70.3971
1456190079 73.4756
1456190138 74.1131
1456190198 77.9579
1456190258 77.5196
1456190318 77.8967
1456190378 82.6043
