timestamp value
1456173098 35.0406
1456173158 30.9795
1456173218 12.6587
1456173278 3.2857
1456173338 30.0635
1456173398 17.6205
1456173458 11.7696
1456173518 6.7887
1456173578 24.4437
1456173638 11.2808
1456173698 9.5764
1456173758 9.6389
1456173818 17.6311
1456173878 13.4671
1456173938 18.3513
1456173998 22.5795
1456174059 17.2354
1456174119 10.7984
1456174179 0.9991
1456174239 15.7668
1456174299 19.3415
1456174359 18.9555
1456174419 22.9973
1456174479 30.7472
1456174539 35.8784
1456174599 42.2910
1456174659 49.5646
1456174719 52.8008
1456174779 55.8729
1456174839 60.1011
1456174899 61.8671
1456174959 58.1931
1456175019 60.7461
1456175079 61.7479
1456175139 58.8324
1456175199 62.0499
1456175259 63.8847
1456175319 58.7496
1456175379 61.7164
1456175439 65.5334
1456175499 63.7853
1456175559 66.1309
1456175619 68.2298
1456175679 62.5733
1456175739 64.3898
1456175799 68.8607
1456175859 68.3762
1456175919 75.5187
1456175979 74.4190
1456176039 54.3992
1456176099 45.5109
1456176159 34.7127
1456176219 23.7586
1456176279 4.3228
1456176339 47.7737
1456176399 44.6324
1456176459 34.0936
1456176519 21.3844
1456176579 15.7499
1456176639 24.1454
1456176699 23.4574
1456176759 8.7494
1456176819 2.3021
1456176879 0.2758
1456176938 0.7444
1456176998 6.5417
1456177058 0.1124
1456177118 1.3475
1456177178 9.0404
1456177238 6.7058
1456177298 0.0000
1456177358 0.1314
1456177418 1.8087
1456177478 0.2308
1456177538 0.1810
1456177598 0.0987
1456177658 0.0000
1456177718 0.6202
1456177778 1.4451
1456177838 0.0888
1456177898 0.1048
1456177958 0.0978
1456178018 2.7838
1456178078 0.9158
1456178139 0.2458
1456178199 0.7801
1456178259 10.9789
1456178319 18.5619
1456178379 29.8179
1456178439 33.4539
1456178499 39.1030
1456178559 44.5673
1456178619 48.5125
1456178679 52.9263
1456178739 55.6060
1456178799 56.5867
1456178859 60.3055
1456178919 60.8119
1456178979 60.7669
1456179039 62.8849
1456179099 60.6838
1456179159 59.1183
1456179219 60.0537
1456179279 60.5766
1456179339 58.8147
1456179399 63.3322
1456179459 65.5738
1456179519 67.9706
1456179579 72.2622
