timestamp value
1456172728 59.6212
1456172788 54.5241
1456172848 49.7650
1456172908 37.0911
1456172968 23.8302
1456173028 4.8678
1456173088 37.3851
1456173148 21.3195
1456173208 8.4825
1456173268 14.3024
1456173328 36.1069
1456173388 22.0339
1456173448 17.7368
1456173508 10.6651
1456173568 26.8231
1456173628 19.4075
1456173688 14.0960
1456173748 14.0572
1456173808 22.6771
1456173868 16.6496
1456173928 13.0464
1456173988 19.8371
1456174048 17.0574
1456174108 4.1759
1456174168 8.6964
1456174228 13.6852
1456174288 15.8602
1456174348 12.6219
1456174408 20.5157
1456174469 28.1964
1456174529 30.4509
1456174589 33.4783
1456174649 41.3876
1456174709 46.1787
1456174769 48.4910
1456174829 53.7087
1456174889 55.7220
1456174949 54.7627
1456175009 57.3589
1456175069 59.7451
1456175129 57.9177
1456175189 60.1810
1456175249 62.9040
