timestamp value
1456180574 43.9205
1456180634 41.7173
1456180694 31.9674
1456180754 27.2929
1456180814 35.0229
1456180874 27.3567
1456180934 16.0652
1456180994 31.6223
1456181054 33.4485
1456181113 27.5418
1456181173 16.9825
1456181233 10.3610
1456181293 25.2293
1456181353 18.6047
1456181413 15.6296
1456181473 13.1555
1456181533 15.2590
1456181593 13.5705
1456181653 24.7662
1456181713 31.6777
1456181773 31.3593
1456181833 39.5459
1456181893 47.9424
1456181953 48.2770
1456182013 51.7988
1456182073 53.5611
1456182133 56.0650
1456182193 60.4788
1456182254 61.2805
1456182314 63.8137
1456182374 67.8836
1456182434 76.4785
1456182494 71.0720
